pair_id,split,source_sample_id,width,height,sample_id,relative_path,source_dataset,class_id,class_name,retouch_present,retouch_type,retouch_level,sha256
ffhq_00019,validation,00019,1024,1024,ffhq_00019,originals/00019.png,FFHQ,0,original,false,none,none,4ca7a1227562ef4e79fa66f1b355adb7c4f4c7bc6ac33c0705d5cee9cf2c355f
ffhq_00019,validation,00019,1024,1024,ffhqr_00019,retouched/00019.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,a674db1c548f183510245a44a168becee8fbfba1acabdd5043a0a4d48882ef67
ffhq_00020,train,00020,1024,1024,ffhq_00020,originals/00020.png,FFHQ,0,original,false,none,none,8fb73b0ce4fb281d636653590ab1e0da40bd3aa6000bb3b283f6e0ee67f52e56
ffhq_00020,train,00020,1024,1024,ffhqr_00020,retouched/00020.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,e0b65599455a95e73393fca219569a9c82425f004df31118bb4a29b70973df86
ffhq_00021,train,00021,1024,1024,ffhq_00021,originals/00021.png,FFHQ,0,original,false,none,none,9ad3c076c78ab05f525d2236dbd12028d90b06d0555a0811b4cd3662f56fc23a
ffhq_00021,train,00021,1024,1024,ffhqr_00021,retouched/00021.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,843b90c130444e6fcc7c1a885c8bcb9ddb54023cee81f4dfe9c63b28f7d84268
ffhq_00022,train,00022,1024,1024,ffhq_00022,originals/00022.png,FFHQ,0,original,false,none,none,6deeb652a111e9ef4f33151f13c34332d55b2ec6d5ae046c2674864c95671b75
ffhq_00022,train,00022,1024,1024,ffhqr_00022,retouched/00022.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,5d96e7bc9d806e4f8fbaa3abec8d9a94d6232f38529f458e6ec26bccfaebf1e0
ffhq_00023,train,00023,1024,1024,ffhq_00023,originals/00023.png,FFHQ,0,original,false,none,none,180bfbab4abc22b19bcad6dcd96de5e910a4d293b2a82d7b9708fd9566206e34
ffhq_00023,train,00023,1024,1024,ffhqr_00023,retouched/00023.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,56cfdac1022112be71ac242aa88950279bed8155767d432e6460301560e32229
ffhq_00024,train,00024,1024,1024,ffhq_00024,originals/00024.png,FFHQ,0,original,false,none,none,9ec11dc4d504a8ccf4ca568da069f3a1bd3ab2eb683ca9c75f946ff3dbb05212
ffhq_00024,train,00024,1024,1024,ffhqr_00024,retouched/00024.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,a6be640a72ca9147709e9befde6f7abc44c60862a0ccf470ff633357c4b6c7e5
ffhq_00025,test,00025,1024,1024,ffhq_00025,originals/00025.png,FFHQ,0,original,false,none,none,5ee70d1975ab12de2be32841a705326ef32cf7ac3219ca4654f5d122694ccfc3
ffhq_00025,test,00025,1024,1024,ffhqr_00025,retouched/00025.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,e4f0054c88ab755e1d059b111dea461fc7e3bfac4d911279e6e4df8b8a84cf91
ffhq_00026,train,00026,1024,1024,ffhq_00026,originals/00026.png,FFHQ,0,original,false,none,none,68b276e14666de762b314cea4ad68ae61e70b050d0a73bb191aed4fc2f142eb5
ffhq_00026,train,00026,1024,1024,ffhqr_00026,retouched/00026.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,8d0d521610f0efe5be4e61380bcc7422908b04a5b7f3395e783592abcae8a3d5
ffhq_00027,train,00027,1024,1024,ffhq_00027,originals/00027.png,FFHQ,0,original,false,none,none,3b5d3d74941a8370acc16a3b8a585b06651d3d3c395efcf3d03cee989b9e2fc6
ffhq_00027,train,00027,1024,1024,ffhqr_00027,retouched/00027.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,72ef098fffb9f13869da7a4b08ab93cd2a3fb51ba9b6601fcb6c757179593224
ffhq_00028,train,00028,1024,1024,ffhq_00028,originals/00028.png,FFHQ,0,original,false,none,none,940ec22fc4c0cf903de9bb52b0da66d229635074bef8cc2d73f9078789bb3c35
ffhq_00028,train,00028,1024,1024,ffhqr_00028,retouched/00028.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,f909a3473998b34af0f317f2c7e7017d3d661d163d54e01710fb850597b830eb
ffhq_00029,validation,00029,1024,1024,ffhq_00029,originals/00029.png,FFHQ,0,original,false,none,none,f7c4202403f83a4229efa5b0dfdbfdf1bd632b3099ff24024c4eac545a84a61b
ffhq_00029,validation,00029,1024,1024,ffhqr_00029,retouched/00029.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,ffca28470010cbd39272f919e079a71d4327a4ce8879db286a94f3f8293dda19
ffhq_00030,test,00030,1024,1024,ffhq_00030,originals/00030.png,FFHQ,0,original,false,none,none,c31d83274891784ed0404e99a6bb026e3c526b491e644e0a7b35d697bf19373f
ffhq_00030,test,00030,1024,1024,ffhqr_00030,retouched/00030.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,916803adb5c92ed27f15d891b004f4c5e64c4cf1f53dc0efcc9ad0c56606d6b0
ffhq_00031,train,00031,1024,1024,ffhq_00031,originals/00031.png,FFHQ,0,original,false,none,none,21d0e93f53dcd160ac8d2d05ceb48bdf40440a3b8359687f6eb98af321451997
ffhq_00031,train,00031,1024,1024,ffhqr_00031,retouched/00031.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,a05a16e4885569b8a5346cb43809c5dc6872c1c5f721c109d50856bc4ba57bce
ffhq_00032,train,00032,1024,1024,ffhq_00032,originals/00032.png,FFHQ,0,original,false,none,none,a056d4a2cb4cd8da56950d4cdbb56c0eca139d0cda3a0b7df0a85d7ccbeca96d
ffhq_00032,train,00032,1024,1024,ffhqr_00032,retouched/00032.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,322db37b77c0ff113edb2a8c20bfa24e27ad5d09e8541d7ce77ebac912c2cd9a
ffhq_00033,train,00033,1024,1024,ffhq_00033,originals/00033.png,FFHQ,0,original,false,none,none,67c0413d1be94761dd908a74686e440252d54e2f4e6ec0d53b440e345005d331
ffhq_00033,train,00033,1024,1024,ffhqr_00033,retouched/00033.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,d5a3eb7db4c9d36496fb5b47f5a421430f7576cb0d139e642ebd7e3e3c2bae1a
ffhq_00034,train,00034,1024,1024,ffhq_00034,originals/00034.png,FFHQ,0,original,false,none,none,49c001245dd779f3b662d396bab5f3de09dc6c4a93c39706365d63b27c4a1ef2
ffhq_00034,train,00034,1024,1024,ffhqr_00034,retouched/00034.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,a4198225b900b892f478255add7c217ce816457a6dbb90961d8adce0e89d1873
ffhq_00035,train,00035,1024,1024,ffhq_00035,originals/00035.png,FFHQ,0,original,false,none,none,5f52bf0004a1d8c21ca318fc54ca88f449e0972d7e31b18afc8ff34e0058cfe6
ffhq_00035,train,00035,1024,1024,ffhqr_00035,retouched/00035.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,a3bf76f7b7a37f4199df546419fde371de61c1e7c0bf57d879e860d0167a19e7
ffhq_00036,train,00036,1024,1024,ffhq_00036,originals/00036.png,FFHQ,0,original,false,none,none,d1c5582d75b08f0aad8ac7cf360e33c0120bb9fc9728ec5cefa112a524c49b56
ffhq_00036,train,00036,1024,1024,ffhqr_00036,retouched/00036.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,5c8068843abe804742723c89b9863324ecc4b1dc8e14443ebb1dbd620d76b435
ffhq_00037,test,00037,1024,1024,ffhq_00037,originals/00037.png,FFHQ,0,original,false,none,none,17668c7ea96b2f3a43439d03221ac52344dfb41b13543e8941734865ab01f36c
ffhq_00037,test,00037,1024,1024,ffhqr_00037,retouched/00037.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,75d9d3e8a61700387069847255d79312a10af834f1108e05a8c02ef0531a9a19
ffhq_00038,validation,00038,1024,1024,ffhq_00038,originals/00038.png,FFHQ,0,original,false,none,none,6049cee3ae461918afcc851ab6f7fe1693464b9e25de472e515f70e8c47bf2e9
ffhq_00038,validation,00038,1024,1024,ffhqr_00038,retouched/00038.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,ed9e0b56c3ee87eb91fe1645cee3f40a360fd923bbfdab0edd537779c4d5ae94
ffhq_00039,train,00039,1024,1024,ffhq_00039,originals/00039.png,FFHQ,0,original,false,none,none,d67644a79df11be2e83fd69c6e394a227f60c8a72310133966410e9b457864ef
ffhq_00039,train,00039,1024,1024,ffhqr_00039,retouched/00039.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,3e274c067a28b6313b0d3251ffe92cdf47f9511f2520be00aafc47a19ae56ae1
ffhq_00040,train,00040,1024,1024,ffhq_00040,originals/00040.png,FFHQ,0,original,false,none,none,f86d893060c69f63d9a0492f4e2e2f3e9db497bebfe877edef767dcba79c5387
ffhq_00040,train,00040,1024,1024,ffhqr_00040,retouched/00040.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,a6f82bd74f6934e58021cbd4e9f4d45089724cae586273270643d5e4008b45dd
ffhq_00041,train,00041,1024,1024,ffhq_00041,originals/00041.png,FFHQ,0,original,false,none,none,ca1f2fbefb0916a446191ac9d05056b8c09935cb657fbb20f77bf5305a0c7b8f
ffhq_00041,train,00041,1024,1024,ffhqr_00041,retouched/00041.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,295256b3b1c9a91bf85fd9572670fee531504e2b77fe5373e83e18415484d7c3
ffhq_00042,train,00042,1024,1024,ffhq_00042,originals/00042.png,FFHQ,0,original,false,none,none,bebb09e50e7df4d7a43de8a4c025b396e61f98b817cbb07f18446c83690f5c2c
ffhq_00042,train,00042,1024,1024,ffhqr_00042,retouched/00042.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,99a08605e035bb4e5412ece8336e18c0149b44dc7a3f07f9bbabdf16fedd73ba
ffhq_00043,train,00043,1024,1024,ffhq_00043,originals/00043.png,FFHQ,0,original,false,none,none,c37f36a373893883b37e0f88cfb1554c855769faa1db1f294e621f5df81d52e3
ffhq_00043,train,00043,1024,1024,ffhqr_00043,retouched/00043.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,20d364fd8820b946a222591acd6d45368c708e7722c05ec2020ff32438090558
ffhq_00044,train,00044,1024,1024,ffhq_00044,originals/00044.png,FFHQ,0,original,false,none,none,cdf2b8fdfb895391146261ee4d3be4dfd5ec56a1f90d9d4cc0f7622d376a184e
ffhq_00044,train,00044,1024,1024,ffhqr_00044,retouched/00044.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,43d6e74176f3c6e6e0d0eef87f916f51b0db04f45ea39288a376839863f4a372
ffhq_00045,train,00045,1024,1024,ffhq_00045,originals/00045.png,FFHQ,0,original,false,none,none,ec13b3e16bca4a738252bf6d59027472e8f8c8165a77186cbd70fcc2ee7943dc
ffhq_00045,train,00045,1024,1024,ffhqr_00045,retouched/00045.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,9ec427a69bf452f561d02b3d2c3622f78766c93b4db97c50cc31751d4d13414d
ffhq_00046,train,00046,1024,1024,ffhq_00046,originals/00046.png,FFHQ,0,original,false,none,none,0618350fabb65f9b89ea36e9272f087341afca0ef193b783e5c0bedb6837a1a0
ffhq_00046,train,00046,1024,1024,ffhqr_00046,retouched/00046.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,33ef5bfd1d294afefe406ca5a70e579d16adae0697c64f9bb91ddf63d3b96ee5
ffhq_00047,train,00047,1024,1024,ffhq_00047,originals/00047.png,FFHQ,0,original,false,none,none,343fc668a72496104578659c890336da54c75b19e6081030a454840f7e1aa702
ffhq_00047,train,00047,1024,1024,ffhqr_00047,retouched/00047.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,d6cf9a7ab85def6bae74d9ed2827e3bf20572a7db287dd860bb2739a2d3341ae
ffhq_00048,train,00048,1024,1024,ffhq_00048,originals/00048.png,FFHQ,0,original,false,none,none,01563ead1438c0538bacc709988c4fd3f4539a4f43b55b4795923ce6d97fe1ba
ffhq_00048,train,00048,1024,1024,ffhqr_00048,retouched/00048.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,8bbd6f7f8036958ddea67e506c798c51afd02ee3e26716bbf714f2b2156aba77
ffhq_00049,test,00049,1024,1024,ffhq_00049,originals/00049.png,FFHQ,0,original,false,none,none,04768182ec06e4fc9a4ee5815da993fdff8880327069f31c45e1b97fe4c42d23
ffhq_00049,test,00049,1024,1024,ffhqr_00049,retouched/00049.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,78dc5bdfd4cf109e4347174088ea9be08c27ee1be0f4f99627e35670505fb768
ffhq_00050,train,00050,1024,1024,ffhq_00050,originals/00050.png,FFHQ,0,original,false,none,none,5a1d3b567c8d3f8150f97062b10edd9001296fbbfa0c22e2a2cb25a1fde93ea4
ffhq_00050,train,00050,1024,1024,ffhqr_00050,retouched/00050.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,9bc57d79d54225e58d0c7fa3172ebed6cbfd506332aec8cec1655c3d6bca4fc6
ffhq_00051,train,00051,1024,1024,ffhq_00051,originals/00051.png,FFHQ,0,original,false,none,none,b7541dec9d5b6b5767c3481a5f1c49a4d72718e172407e7f05bddd0467adcb89
ffhq_00051,train,00051,1024,1024,ffhqr_00051,retouched/00051.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,09b62de427793108f4399fd729f4f44ace31d7de87b29f8c37116ba6e3f5dac8
ffhq_00052,train,00052,1024,1024,ffhq_00052,originals/00052.png,FFHQ,0,original,false,none,none,ada6a0e20520b0e660b07612974aab27307331d86e1340b79d97f9f6db54b0b2
ffhq_00052,train,00052,1024,1024,ffhqr_00052,retouched/00052.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,e7cba586d8a03f129fcb11c2a8923070c078b7f686294a531af5a5af373247e0
ffhq_00053,train,00053,1024,1024,ffhq_00053,originals/00053.png,FFHQ,0,original,false,none,none,1fdf00a635140e7f59ed9b6f48f2718fbf470664c9f5ac059dff1ceb7c055f47
ffhq_00053,train,00053,1024,1024,ffhqr_00053,retouched/00053.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,e73a0d79632cc96c502ed0bf36cf592e12c7a0ab7406e296ec5d9a062e696b72
ffhq_00054,train,00054,1024,1024,ffhq_00054,originals/00054.png,FFHQ,0,original,false,none,none,9b60b1eb446dead6dec213ba4a826c70c710719cb456ed975a58e30de165f0fc
ffhq_00054,train,00054,1024,1024,ffhqr_00054,retouched/00054.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,718776f4d12a45659071223e2d6e2d964cb6b314610c1f69748a32c9188fa1ea
ffhq_00055,train,00055,1024,1024,ffhq_00055,originals/00055.png,FFHQ,0,original,false,none,none,c7d4f5f310f8b7564c469f688e67ebc8c6b3242ac889064fe6c33dae3a3a2c3e
ffhq_00055,train,00055,1024,1024,ffhqr_00055,retouched/00055.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,3df6a6f2454d241ca1f4affc31f19fe001c77fdc8f02e0cefb797ba6b6a6f4f8
ffhq_00056,train,00056,1024,1024,ffhq_00056,originals/00056.png,FFHQ,0,original,false,none,none,87adde3de6a5cf6f5e5b808a866bd2429b7a2c77ca3e9eceec3e8782a50d201f
ffhq_00056,train,00056,1024,1024,ffhqr_00056,retouched/00056.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,9ea8c10ff6ba68bb34ac4365bd2624b235a55dd9e2732bf71fe42330ca29ea51
ffhq_00057,train,00057,1024,1024,ffhq_00057,originals/00057.png,FFHQ,0,original,false,none,none,30cc1ecadf5b31696321bf7e3fff312a74e49f2f53f78a0e00e5a118aeb7c2e4
ffhq_00057,train,00057,1024,1024,ffhqr_00057,retouched/00057.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,76a04fb5a275a5d6c733111f60dce1ad473ceec1fd209022edf2fd31493b87e7
ffhq_00058,train,00058,1024,1024,ffhq_00058,originals/00058.png,FFHQ,0,original,false,none,none,4c0fd2e409fac1cfaa1e33608f04d940ce097bcfb2cd7bee50fcd9f3afed9d7a
ffhq_00058,train,00058,1024,1024,ffhqr_00058,retouched/00058.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,28bf30773c4f4ca553dcbac3ddd93a0f1c23eff043d9bc660c37e6633a543fa4
ffhq_00059,validation,00059,1024,1024,ffhq_00059,originals/00059.png,FFHQ,0,original,false,none,none,171eebea2d02c87fd1e653fcc466929064ce49eccc2bf378b9546504d7d8cfc6
ffhq_00059,validation,00059,1024,1024,ffhqr_00059,retouched/00059.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,e5105bd979ae0d33a4045acf0cc1c6476f9b7263ab6a8f7a96f3eb809b83e1c5
ffhq_00060,train,00060,1024,1024,ffhq_00060,originals/00060.png,FFHQ,0,original,false,none,none,a02ed7d72c9f78ca5267253ead44c722a0cfc25d277f899e0e74764620b90753
ffhq_00060,train,00060,1024,1024,ffhqr_00060,retouched/00060.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,0ea7c153d60e4a1eab1ab88cd116b369c3047d00ee3e35dc1920c5cc96ca9203
ffhq_00061,train,00061,1024,1024,ffhq_00061,originals/00061.png,FFHQ,0,original,false,none,none,cadf3c8e12148660486e4c1a686a8350bd6c3739a85b06605f64c08efba2b34d
ffhq_00061,train,00061,1024,1024,ffhqr_00061,retouched/00061.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,baf22772c2d8b04a86a4f9df82f1a4f69428cdb303ed198f52eb0147c2ff6be7
ffhq_00062,train,00062,1024,1024,ffhq_00062,originals/00062.png,FFHQ,0,original,false,none,none,4370426014ae51a7cef4f3efade18d98801f854e7674dca2229fc618be3d9c60
ffhq_00062,train,00062,1024,1024,ffhqr_00062,retouched/00062.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,80dae0ce85efcafe31ba5e2d4d4d00850f77127710500fcebeed600722672d5f
ffhq_00063,validation,00063,1024,1024,ffhq_00063,originals/00063.png,FFHQ,0,original,false,none,none,9490ddaba2a4a1631ee24e9fed47e56f8a2daaf58b3466ad50f61b306e329371
ffhq_00063,validation,00063,1024,1024,ffhqr_00063,retouched/00063.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,dfddb8b004fb5e1656bbbd6e8e2dbed51376f8750ade25bd51b4432bc2c78d20
ffhq_00064,train,00064,1024,1024,ffhq_00064,originals/00064.png,FFHQ,0,original,false,none,none,e284efea5d812aa2de76ed7a5cf86dafca58887618f4ba62f22e23a95ef49bdf
ffhq_00064,train,00064,1024,1024,ffhqr_00064,retouched/00064.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,ccdca9588d3e8280cc4df9027612558a4fff24e063da3df64608c41ea8ff6389
ffhq_00065,test,00065,1024,1024,ffhq_00065,originals/00065.png,FFHQ,0,original,false,none,none,cc72913804dba3632a97800e9f37a5d2031f2d3132c1217aba76037241a92043
ffhq_00065,test,00065,1024,1024,ffhqr_00065,retouched/00065.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,04afe03f2639d26347a06cb51d4ed147bca53b0553e4dff5e5299de27381692a
ffhq_00066,train,00066,1024,1024,ffhq_00066,originals/00066.png,FFHQ,0,original,false,none,none,b0c420120edab97ee85c6c406acbca8e2db8d5267e24931518596d11488935d8
ffhq_00066,train,00066,1024,1024,ffhqr_00066,retouched/00066.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,8d286201a4640e818c7cc82c493405eef567f101e15f5210c9c90b361229e9ca
