pair_id,split,source_sample_id,original_path,retouched_path,original_source,retouched_source,original_official_url,original_official_md5,original_sha256,retouched_sha256,width,height,pairing_basis,pair_status,retouch_type,retouch_level,fine_grained_label_available,ground_truth_strength,recommended_usage,prohibited_assumption,ffhq_license,ffhq_license_url,ffhq_author,ffhqr_license
ffhq_00010,train,00010,originals/00010.png,retouched/00010.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1w76by4VcaRA4g60ch30mTLYWJz-QVq8C,092fd7515f0eaa483553d8f9ad0a62c5,14b641b8866c7b912d4d424184d85bbecc6fa393f68cf337fbeb8dabd32de313,3658a6c99cb6129149fc8368f5304847cb7fb20795ca76f6efde434c9b61e9b0,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution-NonCommercial License,https://creativecommons.org/licenses/by-nc/2.0/,Anjul Sahu,CC BY-NC-SA 4.0
ffhq_00011,train,00011,originals/00011.png,retouched/00011.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1vsftOB2vknxQTBdr1j9jcHvrpmjEjxWo,261180f4feab1a2333816a470e202c60,1e9688d6869112cb5887829621b6abe00987f08399d989cec6bafb13a18c5139,1767e91b4cfd73272c6ddfbb59cc86c7261cc7cfb9a762e9e409cc0435bc10a5,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution License,https://creativecommons.org/licenses/by/2.0/,Maryland GovPics,CC BY-NC-SA 4.0
ffhq_00012,test,00012,originals/00012.png,retouched/00012.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1vqQHRarSmzeXmhyYwrbmXQUTdZYmsICF,d907ad993794e6998761e106a3bc9a2a,d70bb95e6e888076c0c61bac30477b32cd15632dab564651873874adba0dcc09,585e5f19fd19b5529f7529589c5821579ec78d2c7d930a87f513e963b09661b4,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution License,https://creativecommons.org/licenses/by/2.0/,QuakeCon,CC BY-NC-SA 4.0
ffhq_00013,test,00013,originals/00013.png,retouched/00013.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1xJuba3oKAjZNN9NORoGkbeVgPH3dCWXT,1f351fe147f1a65f76c13ff93c5ca8ce,54e231bb1f7dd448c1e76d9443980526e4404619838d48c2065e5adc1cc689f4,d111fe66513e896e5a76d023e2376f2210ac5a34a108c94f3944ee208b15dba2,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution License,https://creativecommons.org/licenses/by/2.0/,Rodney Ee,CC BY-NC-SA 4.0
ffhq_00014,train,00014,originals/00014.png,retouched/00014.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1vhZOE4YmSaDVa0NEi7QIiwJnXIxKttj9,13fa627cedefa39be37460798875556c,edb3e4fd481449750e301640b9535b783da3e34af5330a9b43b060ea928bac1a,1149522fc937d1a37843c339d0e37cc7af4ecf9df77817ee7e72b6c2befb8e7d,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution License,https://creativecommons.org/licenses/by/2.0/,Diego Giannoni,CC BY-NC-SA 4.0
ffhq_00015,train,00015,originals/00015.png,retouched/00015.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1vfBZKSM331D0ue7fUvIPgJp_z2sckpcy,35b8ab6e40f698b1e3028df896900dc4,a8075abe5f5061f6fd66cf4e1dbf0be02a66f1f856c2fe315707cd6ed4c748f4,e6845b354809253792d8f3c8533de4d2819ce5aa77e661f799238ff634370228,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution-NonCommercial License,https://creativecommons.org/licenses/by-nc/2.0/,Matthew Roth,CC BY-NC-SA 4.0
ffhq_00016,train,00016,originals/00016.png,retouched/00016.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1vLoNC1mdV-gJu2xPRmvRu8EL4Lk5rB-g,c77435d22ee98d6658a52ad9a7a4756a,69cb934aa3b8adf24661c3ec9827f651d40eb4ca4bd29c326bd3ade9e4e5156b,cdf4f57c87856ce9772d321adb668afaa9f4b0c3f00b5ae00c851128f80f7684,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution-NonCommercial License,https://creativecommons.org/licenses/by-nc/2.0/,lu_lu,CC BY-NC-SA 4.0
ffhq_00017,train,00017,originals/00017.png,retouched/00017.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1vLObVfX1fpaPYOvy-6dHEiTLb4ndf7AW,beb77be2e56acd0148a97a94d75e5744,cc568fcbb37b2a849f20b199cc77ff17de1b34be68b069af24b76c0ac7955fbd,e6d5a9d5be321cc48919b48ec036be742017660964d42472fb606c7f27827244,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution-NonCommercial License,https://creativecommons.org/licenses/by-nc/2.0/,Tom Coates,CC BY-NC-SA 4.0
ffhq_00018,test,00018,originals/00018.png,retouched/00018.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1vHRlDWXpTMgXPmUX_fyPCR9WjYoBsuWr,3333d6f919554e9de682155e7632058f,9defa03a7329925475d2978c17e8c9605f0d8dae40baa7fb8890fc2881dd79a1,6b3373be122f39f04411aa202f6fa264c8a193ff6777f7ac3d53a46715c8d0ea,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution License,https://creativecommons.org/licenses/by/2.0/,Canadian Film Centre,CC BY-NC-SA 4.0
ffhq_00019,validation,00019,originals/00019.png,retouched/00019.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1vFPI04XDnctCxY0F9qdjJK-c9S5QFFOA,ab23ed96f6a40ccea30b9960fb5e6f9c,4ca7a1227562ef4e79fa66f1b355adb7c4f4c7bc6ac33c0705d5cee9cf2c355f,a674db1c548f183510245a44a168becee8fbfba1acabdd5043a0a4d48882ef67,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution License,https://creativecommons.org/licenses/by/2.0/,Matt Ryall,CC BY-NC-SA 4.0
ffhq_00020,train,00020,originals/00020.png,retouched/00020.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1vOpqigXHg4lZ1qxZR6NqqhN2bxj09JdA,d5aa3d39502494a3f4d301041f1b5bd2,8fb73b0ce4fb281d636653590ab1e0da40bd3aa6000bb3b283f6e0ee67f52e56,e0b65599455a95e73393fca219569a9c82425f004df31118bb4a29b70973df86,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution License,https://creativecommons.org/licenses/by/2.0/,April Weeks,CC BY-NC-SA 4.0
ffhq_00021,train,00021,originals/00021.png,retouched/00021.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1vCbWgsz9UmDsfTPm3PIPCAcE7hmdMhSj,4fdaf7c4dfe5b80dfec0010c50bc9ae7,9ad3c076c78ab05f525d2236dbd12028d90b06d0555a0811b4cd3662f56fc23a,843b90c130444e6fcc7c1a885c8bcb9ddb54023cee81f4dfe9c63b28f7d84268,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution-NonCommercial License,https://creativecommons.org/licenses/by-nc/2.0/,Jean-Claude Juncker,CC BY-NC-SA 4.0
ffhq_00022,train,00022,originals/00022.png,retouched/00022.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1v6hpp0o4Nlrv914IxigKzuNg0ea2ucMW,ad1153af606f59af4b8540c00c7ce0d7,6deeb652a111e9ef4f33151f13c34332d55b2ec6d5ae046c2674864c95671b75,5d96e7bc9d806e4f8fbaa3abec8d9a94d6232f38529f458e6ec26bccfaebf1e0,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution License,https://creativecommons.org/licenses/by/2.0/,edkohler,CC BY-NC-SA 4.0
ffhq_00023,train,00023,originals/00023.png,retouched/00023.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1xA5Eb9egMx7saTcGPyS0TlR8abAoJ3bq,786179fdae25e8955634b66140310a96,180bfbab4abc22b19bcad6dcd96de5e910a4d293b2a82d7b9708fd9566206e34,56cfdac1022112be71ac242aa88950279bed8155767d432e6460301560e32229,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution-NonCommercial License,https://creativecommons.org/licenses/by-nc/2.0/,Eric Adamshick,CC BY-NC-SA 4.0
ffhq_00024,train,00024,originals/00024.png,retouched/00024.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1uzJm0qF6OH0gE0qnBkyKMoYgiOYECFcH,798ab711da72f9feaacb9df0c8917a2e,9ec11dc4d504a8ccf4ca568da069f3a1bd3ab2eb683ca9c75f946ff3dbb05212,a6be640a72ca9147709e9befde6f7abc44c60862a0ccf470ff633357c4b6c7e5,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution-NonCommercial License,https://creativecommons.org/licenses/by-nc/2.0/,Eni,CC BY-NC-SA 4.0
ffhq_00025,test,00025,originals/00025.png,retouched/00025.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1wg0GavZekmi8RdGUJfc7vZKtRitGpFp5,25ecf5455c13ae214b67f39b89486fe5,5ee70d1975ab12de2be32841a705326ef32cf7ac3219ca4654f5d122694ccfc3,e4f0054c88ab755e1d059b111dea461fc7e3bfac4d911279e6e4df8b8a84cf91,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution License,https://creativecommons.org/licenses/by/2.0/,m01229,CC BY-NC-SA 4.0
ffhq_00026,train,00026,originals/00026.png,retouched/00026.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1uwKcKb0YIQAgoj2XS2uWMTUKQwQBNPBn,25525854c606d89e9c025e649a65f0b7,68b276e14666de762b314cea4ad68ae61e70b050d0a73bb191aed4fc2f142eb5,8d0d521610f0efe5be4e61380bcc7422908b04a5b7f3395e783592abcae8a3d5,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution License,https://creativecommons.org/licenses/by/2.0/,docmonstereyes,CC BY-NC-SA 4.0
ffhq_00027,train,00027,originals/00027.png,retouched/00027.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1uq8VCT62sBW9BLbIWboTWiwrliNqxi8-,8dd70c958e70d2b74b15a5e043103521,3b5d3d74941a8370acc16a3b8a585b06651d3d3c395efcf3d03cee989b9e2fc6,72ef098fffb9f13869da7a4b08ab93cd2a3fb51ba9b6601fcb6c757179593224,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution License,https://creativecommons.org/licenses/by/2.0/,Prefeitura de Itapevi,CC BY-NC-SA 4.0
ffhq_00028,train,00028,originals/00028.png,retouched/00028.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1umyJQsnzOku_lv5TjWrFauIfcUY_iMQy,50102404a1530b365e3ad29b579a6307,940ec22fc4c0cf903de9bb52b0da66d229635074bef8cc2d73f9078789bb3c35,f909a3473998b34af0f317f2c7e7017d3d661d163d54e01710fb850597b830eb,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution-NonCommercial License,https://creativecommons.org/licenses/by-nc/2.0/,"Montgomery County, MD",CC BY-NC-SA 4.0
ffhq_00029,validation,00029,originals/00029.png,retouched/00029.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1ujU7QL7jexhl8TuR7b4xfeovV6fMyGQu,d1f7dc229f269be8516c42284e1d74f3,f7c4202403f83a4229efa5b0dfdbfdf1bd632b3099ff24024c4eac545a84a61b,ffca28470010cbd39272f919e079a71d4327a4ce8879db286a94f3f8293dda19,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution License,https://creativecommons.org/licenses/by/2.0/,Paul L. McCord Jr.,CC BY-NC-SA 4.0
ffhq_00030,test,00030,originals/00030.png,retouched/00030.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1ueTxH6bVwn8p3xCjwQOSnvQbA5GQ4__g,8238ae1fc348e71ea46c4f8da594541b,c31d83274891784ed0404e99a6bb026e3c526b491e644e0a7b35d697bf19373f,916803adb5c92ed27f15d891b004f4c5e64c4cf1f53dc0efcc9ad0c56606d6b0,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution-NonCommercial License,https://creativecommons.org/licenses/by-nc/2.0/,John Cathey-Roberts,CC BY-NC-SA 4.0
ffhq_00031,train,00031,originals/00031.png,retouched/00031.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1uaOr1d4AZUP_TFvx0nG07dedsEZOyNFb,ced523461ac44e4b4395981465838f12,21d0e93f53dcd160ac8d2d05ceb48bdf40440a3b8359687f6eb98af321451997,a05a16e4885569b8a5346cb43809c5dc6872c1c5f721c109d50856bc4ba57bce,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Public Domain Dedication (CC0),https://creativecommons.org/publicdomain/zero/1.0/,Special Olympics 2017,CC BY-NC-SA 4.0
ffhq_00032,train,00032,originals/00032.png,retouched/00032.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1wcN-3CPcsfSADro8NndI50PZUd5Nn3LA,5321f19fc5bfe44a7f73beb09c99ec5b,a056d4a2cb4cd8da56950d4cdbb56c0eca139d0cda3a0b7df0a85d7ccbeca96d,322db37b77c0ff113edb2a8c20bfa24e27ad5d09e8541d7ce77ebac912c2cd9a,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution-NonCommercial License,https://creativecommons.org/licenses/by-nc/2.0/,Mike W. Miller,CC BY-NC-SA 4.0
ffhq_00033,train,00033,originals/00033.png,retouched/00033.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1uXbI9zEsDOeXgIkfVBBf-7-CM8T9kMqX,19914a1a3c744b266ad4ce719e94690d,67c0413d1be94761dd908a74686e440252d54e2f4e6ec0d53b440e345005d331,d5a3eb7db4c9d36496fb5b47f5a421430f7576cb0d139e642ebd7e3e3c2bae1a,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution-NonCommercial License,https://creativecommons.org/licenses/by-nc/2.0/,Steve & Betty,CC BY-NC-SA 4.0
ffhq_00034,train,00034,originals/00034.png,retouched/00034.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1uVE-aVwVpRonpAB6hjLUMDarQTLuiR9v,c458309da5fcc4eff1063ab7ef8d106f,49c001245dd779f3b662d396bab5f3de09dc6c4a93c39706365d63b27c4a1ef2,a4198225b900b892f478255add7c217ce816457a6dbb90961d8adce0e89d1873,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution License,https://creativecommons.org/licenses/by/2.0/,Aberdeen Proving Ground,CC BY-NC-SA 4.0
ffhq_00035,train,00035,originals/00035.png,retouched/00035.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1uLqzq7cIQ6llVQknbsUIQqFa6VUYoaBP,6c731c4e8a74143bbf11af3cbe31d166,5f52bf0004a1d8c21ca318fc54ca88f449e0972d7e31b18afc8ff34e0058cfe6,a3bf76f7b7a37f4199df546419fde371de61c1e7c0bf57d879e860d0167a19e7,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Public Domain Mark,https://creativecommons.org/publicdomain/mark/1.0/,Presidio of Monterey,CC BY-NC-SA 4.0
ffhq_00036,train,00036,originals/00036.png,retouched/00036.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1uFkSbpOOgqMPce0ZAIqoOSFfJfPyp2Qy,515f5f94f8b9628dfae011b1e8ab4960,d1c5582d75b08f0aad8ac7cf360e33c0120bb9fc9728ec5cefa112a524c49b56,5c8068843abe804742723c89b9863324ecc4b1dc8e14443ebb1dbd620d76b435,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution-NonCommercial License,https://creativecommons.org/licenses/by-nc/2.0/,JacquieWM,CC BY-NC-SA 4.0
ffhq_00037,test,00037,originals/00037.png,retouched/00037.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1uel4V1drwLMVefgKi1J1bJhSyTsOjpO7,c6a255b92f8ac4473c9573341b83a09b,17668c7ea96b2f3a43439d03221ac52344dfb41b13543e8941734865ab01f36c,75d9d3e8a61700387069847255d79312a10af834f1108e05a8c02ef0531a9a19,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution License,https://creativecommons.org/licenses/by/2.0/,akuhlrock,CC BY-NC-SA 4.0
